,mu1,mu2,mu3,sigma1,sigma2,sigma3,pi1,pi2,pi3
191,0.016336266,0.004103482,-0.0022864211,0.07448453,0.029814541,0.009840608,0.001558621,0.12651269,0.8719287
192,0.015685756,0.005497873,-0.001427101,0.07503694,0.030141473,0.009977996,0.0015896581,0.1273133,0.871097
193,0.016245801,0.0059351325,-0.0012020338,0.07558209,0.030430913,0.010095358,0.001614804,0.1278986,0.8704866
194,0.01468337,0.0073156357,-0.0005405415,0.07539451,0.030352056,0.0100649,0.001609665,0.12785672,0.8705336
195,0.013836164,0.0077905655,-0.0003751982,0.07516885,0.030230582,0.010020614,0.0016002642,0.12767453,0.87072515
196,0.014001716,0.0061016083,-0.0014079083,0.073795855,0.029475927,0.009692252,0.001529244,0.12589966,0.8725711
197,0.01483709,0.0053831935,-0.0017454494,0.07385486,0.029497981,0.009698033,0.0015298801,0.12587196,0.8725982
198,0.01631223,0.0030040145,-0.0031062234,0.07255709,0.028787374,0.009370744,0.0014599089,0.123993255,0.8745469
199,0.015029345,0.004672706,-0.0021921266,0.0727908,0.028944612,0.009435058,0.0014752357,0.124455556,0.87406915
200,0.013886038,0.0045068264,-0.0024587978,0.07153404,0.028284848,0.0091513395,0.0014163784,0.12296242,0.8756212
201,0.014447469,0.0045140386,-0.0024496187,0.07185501,0.028445661,0.009217262,0.0014297547,0.12329248,0.87527776
202,0.013854954,0.0049660206,-0.002229916,0.07171017,0.028377175,0.009189129,0.0014243958,0.12318097,0.8753946
203,0.013775829,0.005221188,-0.0021161903,0.07188082,0.028464317,0.009229064,0.0014326033,0.12340465,0.8751627
204,0.013096649,0.005248904,-0.0021573175,0.07147688,0.028253257,0.009144664,0.0014151292,0.122974016,0.8756109
205,0.013674233,0.0038353205,-0.002984034,0.0707525,0.027854621,0.008972943,0.0013785883,0.1219566,0.87666476
206,0.013250578,0.0037127137,-0.00303738,0.07041794,0.027686536,0.008903325,0.0013645327,0.12159161,0.87704384
207,0.01249722,0.004469514,-0.0025840867,0.0707342,0.027863443,0.008987963,0.0013824595,0.1221204,0.87649715
208,0.014924649,0.0034654737,-0.0030045975,0.071787894,0.02838862,0.0092051625,0.0014258988,0.12316802,0.87540615
209,0.0140304305,0.0045950413,-0.0023242105,0.07208836,0.028572142,0.00928539,0.0014438924,0.12368881,0.87486726
210,0.014000971,0.004744053,-0.0022604335,0.072200954,0.028630078,0.009311378,0.0014492486,0.12383156,0.8747192
211,0.014360163,0.004817128,-0.002187835,0.07253617,0.0288046,0.009385407,0.0014645968,0.124216095,0.8743194
212,0.014699269,0.0045612454,-0.002331065,0.07248014,0.028771281,0.00936687,0.0014605547,0.12409287,0.8744466
213,0.01431619,0.0048550963,-0.0021924842,0.072353125,0.028711021,0.009339929,0.0014553353,0.12397532,0.8745693
214,0.014084507,0.0047255754,-0.002310859,0.0719834,0.028515577,0.00925523,0.0014376906,0.12352241,0.87503994
215,0.013711873,0.005120337,-0.0021119583,0.07207501,0.028567195,0.00928086,0.0014432324,0.12368855,0.8748682
216,0.013156641,0.005525768,-0.00189762,0.07214552,0.028608382,0.009305954,0.001448641,0.12386061,0.8746908
217,0.012554947,0.0056024194,-0.0018571485,0.072025895,0.028546393,0.009290099,0.0014452926,0.12380426,0.87475044
218,0.014146883,0.0048962235,-0.0021273363,0.072888196,0.028981268,0.009478092,0.0014833788,0.124718636,0.87379795
219,0.015170906,0.004052341,-0.0025152434,0.07292879,0.02899611,0.009476364,0.0014825731,0.12464298,0.8738744
220,0.014246929,0.004963279,-0.0019997228,0.07300472,0.02905798,0.009504497,0.0014896035,0.12487001,0.8736404
221,0.014780451,0.0047834516,-0.002095865,0.07320517,0.029156864,0.009544015,0.0014975398,0.12504677,0.87345564
222,0.014051173,0.0058995485,-0.0014552344,0.07366037,0.029414535,0.009660423,0.0015229612,0.1257341,0.87274295
223,0.0148879625,0.005457163,-0.001689123,0.073884964,0.029519796,0.009702921,0.0015312145,0.1259009,0.87256795
224,0.0143155195,0.006158471,-0.0012905467,0.07406837,0.029629469,0.009753466,0.0015425814,0.12621744,0.87223995
225,0.014082987,0.0063696504,-0.0011996496,0.074151635,0.029672503,0.009776771,0.0015474524,0.12635273,0.8720998
226,0.014662672,0.005534053,-0.0016711224,0.07387465,0.02951169,0.00970459,0.0015314216,0.12591909,0.8725495
227,0.014579315,0.004952967,-0.0020075906,0.07323694,0.029173732,0.009554803,0.0014998305,0.12511757,0.87338257
228,0.011484209,0.007876635,-0.0003968347,0.073856056,0.029548287,0.009744763,0.0015423014,0.12635854,0.8720991
229,0.016552616,0.004137039,-0.0023406018,0.074555874,0.029838145,0.009852111,0.0015604913,0.12655227,0.8718872
230,0.012594733,0.007750213,-0.00027184375,0.07496941,0.030139029,0.0100054145,0.0015973573,0.12766829,0.8707344
231,0.013879139,0.0073522925,-0.00045912154,0.076043665,0.030683398,0.010254979,0.0016490085,0.12885524,0.86949575
232,0.01745734,0.004299581,-0.0020062793,0.075981855,0.03060335,0.010194838,0.0016333958,0.12828957,0.8700771
233,0.014630277,0.0072451234,-0.0003522504,0.07638836,0.030887425,0.010328233,0.0016657121,0.12920861,0.86912566
234,0.017085854,0.005258918,-0.0014970768,0.07622832,0.030756056,0.010251403,0.0016467916,0.12862708,0.8697262
235,0.017896984,0.004288554,-0.002046274,0.07529211,0.030255914,0.010004759,0.0015943019,0.12730977,0.8710959
236,0.015119422,0.0066304207,-0.00093291886,0.07473695,0.030003846,0.009895325,0.0015737268,0.12694676,0.8714795
