,mu1,mu2,mu3,sigma1,sigma2,sigma3,pi1,pi2,pi3
451,0.026329957,-0.005853489,-0.002366576,0.06714302,0.02896887,0.009750009,0.003677211,0.081081,0.9152418
452,0.026090764,-0.0042969733,-0.0014070009,0.067640305,0.029250741,0.009871662,0.0037318114,0.08151286,0.9147553
453,0.026476406,-0.0011585504,-0.00043729297,0.067276955,0.02909869,0.009782791,0.0037026233,0.0812284,0.9150689
454,0.026449345,-0.002600029,-0.0010633206,0.066970706,0.028913438,0.00970614,0.0036683073,0.0809713,0.9153604
455,0.0265074,-0.002127841,-0.0008166169,0.067332625,0.029120445,0.009796977,0.0037056764,0.08125883,0.9150355
456,0.026686572,-0.0015884191,-0.0006803607,0.06758726,0.029273808,0.009862602,0.0037322158,0.08145138,0.91481644
457,0.027070664,0.0040526837,0.000865903,0.06463879,0.02772504,0.009133041,0.003453563,0.079128884,0.9174175
458,0.02614113,-0.003472641,-0.0021163558,0.06226456,0.02632618,0.008556843,0.0032102608,0.077192985,0.9195968
459,0.026618503,0.00097469985,-0.000120911514,0.06459439,0.02765274,0.009119451,0.0034427247,0.07909601,0.9174613
460,0.026841424,0.0004220456,-0.00058600656,0.06450224,0.02760464,0.009099722,0.003431794,0.07899712,0.91757107
461,0.026568078,-0.0043761283,-0.0018643474,0.06728166,0.029070377,0.009786189,0.003694404,0.08118763,0.9151179
462,0.02599927,-0.005738929,-0.001974616,0.06745517,0.029129624,0.009824693,0.0037096618,0.08135761,0.91493267
463,0.025335751,-0.0069084913,-0.002305243,0.065719545,0.028139412,0.009386718,0.0035361168,0.08001817,0.91644573
464,0.02553495,-0.0042678863,-0.0012968516,0.06581259,0.028225243,0.009410262,0.0035514857,0.08010588,0.9163426
465,0.025401853,-0.005655721,-0.0018963551,0.06516212,0.027850568,0.009249508,0.0034846195,0.079579614,0.9169358
466,0.025071047,-0.0062810928,-0.002060864,0.06425953,0.027340949,0.009026468,0.003396359,0.078872316,0.91773134
467,0.02374538,-0.0099166185,-0.0034397577,0.059980035,0.024961233,0.008004487,0.0029896388,0.075428694,0.9215817
468,0.024209224,-0.006548956,-0.0020324325,0.06159365,0.025869489,0.008382499,0.0031447953,0.07676414,0.92009103
469,0.024387322,-0.0038738996,-0.0014808511,0.05930388,0.02467841,0.007852197,0.0029396694,0.07487838,0.92218196
470,0.02506622,-2.2366643e-05,-0.00049212924,0.05853665,0.024327874,0.00768137,0.0028770557,0.07422261,0.9229004
471,0.025573574,-0.0015887767,-0.0012414192,0.060161352,0.0251953,0.008058131,0.0030202486,0.07552411,0.9214557
472,0.02594354,-0.00056631863,-0.00082227937,0.061560094,0.025967777,0.008387148,0.003151267,0.07666232,0.9201864
473,0.02579286,-0.0038909465,-0.0019311642,0.0627076,0.02654928,0.008659244,0.003251942,0.077578805,0.91916925
474,0.025410198,-0.0037905723,-0.0017337536,0.062039077,0.026176214,0.008497179,0.003189973,0.077063724,0.91974634
475,0.026078187,-2.8088689e-05,-0.00044098846,0.063117504,0.02681911,0.0087583065,0.003299252,0.07793239,0.9187684
476,0.02687838,0.0019952506,8.752593e-05,0.06452227,0.02763313,0.009104013,0.0034375698,0.07902784,0.91753465
477,0.027133249,-0.0011446029,-0.00085673085,0.0675208,0.029259026,0.009850323,0.0037255278,0.081366055,0.91490847
478,0.02711334,-0.00037641823,-0.00043103448,0.067950964,0.029504776,0.009958267,0.0037710234,0.08171634,0.9145127
479,0.026402079,-0.0047905,-0.0019564366,0.06705189,0.028932929,0.00972712,0.0036707756,0.08101475,0.91531444
480,0.02570077,-0.0045344383,-0.0017123555,0.064943194,0.027753413,0.009198487,0.0034652823,0.07939129,0.9171434
481,0.024926625,-0.008960441,-0.003120992,0.064394,0.02738142,0.009059429,0.0034030625,0.078963086,0.9176339
482,0.024712048,-0.0060908347,-0.0019023155,0.06341374,0.026871383,0.008819401,0.0033164204,0.07821803,0.9184656
483,0.024858437,-0.007210925,-0.0023239588,0.06425798,0.027322948,0.009024799,0.0033944033,0.07887824,0.91772735
484,0.02455791,-0.008283094,-0.0025685763,0.06400144,0.027162433,0.008960068,0.0033679067,0.07868341,0.91794866
485,0.025383554,0.00034229457,0.00016775378,0.062345743,0.026381016,0.008567333,0.0032285147,0.077362396,0.91940916
486,0.025434397,-0.001926735,-0.0012926792,0.060096383,0.025152802,0.008042097,0.0030138534,0.07547747,0.9215087
487,0.026152335,0.002460882,0.00018772134,0.060806453,0.025598407,0.008211017,0.0030874019,0.07605656,0.92085606
488,0.026082419,-0.0005312711,-0.0012141203,0.060163975,0.025223255,0.0080628395,0.003021629,0.07549735,0.9214811
489,0.026166402,-0.0011955053,-0.0011717414,0.062187433,0.026307464,0.008537769,0.0032081653,0.07715264,0.9196392
490,0.025950275,-0.0029227287,-0.001659963,0.06276399,0.02659458,0.008673966,0.0032591096,0.07762267,0.9191182
491,0.026274048,-0.0027846843,-0.001258943,0.06578767,0.02825439,0.009410799,0.0035509034,0.08004094,0.9164082
492,0.026818596,0.000928089,1.2662495e-05,0.06632465,0.02860874,0.009547412,0.0036121334,0.08046625,0.91592157
493,0.027706288,0.0030192584,0.0006155635,0.06832284,0.029771388,0.010057211,0.0038163338,0.081997894,0.91418576
494,0.027845345,6.644428e-05,-0.0003300642,0.07045251,0.03093338,0.010606885,0.0040269755,0.08361627,0.9123568
495,0.027552865,0.0021805018,0.00025710114,0.06762248,0.029367387,0.009878635,0.0037435237,0.0814489,0.91480756
496,0.02801653,0.0031860322,0.00048598298,0.06855613,0.029915273,0.010119736,0.0038397198,0.08215674,0.9140035
497,0.028131627,0.0048125237,0.00080772885,0.06707525,0.029114604,0.009745896,0.0036938663,0.08099677,0.91530937
498,0.028904937,0.0070957392,0.0015346075,0.06893557,0.030205488,0.010224104,0.0038869295,0.08242354,0.9136895
499,0.027100764,-0.0074736625,-0.0032736396,0.06905097,0.030036569,0.010241687,0.0038633673,0.082500085,0.91363657
500,0.026335739,-0.005936578,-0.001795206,0.07029116,0.030713439,0.010552108,0.003997192,0.0835517,0.9124511
501,0.026484333,-0.004523948,-0.0012521481,0.07078636,0.031011939,0.010682046,0.004052178,0.08393986,0.9120079
